-120,-190
-120,-180
-120,-160
-120,-150
-120,-130
-120,-120
-120,-100
-120,-90
-120,-70
-120,-60
-120,-40
-120,-30
-120,-10
-120,0
-120,20
-120,30
-120,50
-120,60
-120,80
-120,90
-120,110
-120,120
-110,-190
-110,-180
-110,-160
-110,-150
-110,-130
-110,-120
-110,-100
-110,-90
-110,-70
-110,-60
-110,-40
-110,-30
-110,-10
-110,0
-110,20
-110,30
-110,50
-110,60
-110,80
-110,90
-110,110
-110,120
-90,-190
-90,-180
-90,-160
-90,-150
-90,-130
-90,-120
-90,-100
-90,-90
-90,-70
-90,-60
-90,-40
-90,-30
-90,-10
-90,0
-90,20
-90,30
-90,50
-90,60
-90,80
-90,90
-90,110
-90,120
-80,-190
-80,-180
-80,-160
-80,-150
-80,-130
-80,-120
-80,-100
-80,-90
-80,-70
-80,-60
-80,-40
-80,-30
-80,-10
-80,0
-80,20
-80,30
-80,50
-80,60
-80,80
-80,90
-80,110
-80,120
-60,-190
-60,-180
-60,-160
-60,-150
-60,-130
-60,-120
-60,-100
-60,-90
-60,-70
-60,-60
-60,-40
-60,-30
-60,-10
-60,0
-60,20
-60,30
-60,50
-60,60
-60,80
-60,90
-60,110
-60,120
-50,-190
-50,-180
-50,-160
-50,-150
-50,-130
-50,-120
-50,-100
-50,-90
-50,-70
-50,-60
-50,-40
-50,-30
-50,-10
-50,0
-50,20
-50,30
-50,50
-50,60
-50,80
-50,90
-50,110
-50,120
-30,-190
-30,-180
-30,-160
-30,-150
-30,-130
-30,-120
-30,-100
-30,-90
-30,-70
-30,-60
-30,-40
-30,-30
-30,-10
-30,0
-30,20
-30,30
-30,50
-30,60
-30,80
-30,90
-30,110
-30,120
-20,-190
-20,-180
-20,-160
-20,-150
-20,-130
-20,-120
-20,-100
-20,-90
-20,-70
-20,-60
-20,-40
-20,-30
-20,-10
-20,0
-20,20
-20,30
-20,50
-20,60
-20,80
-20,90
-20,110
-20,120
0,-190
0,-180
0,-160
0,-150
0,-130
0,-120
0,-100
0,-90
0,-70
0,-60
0,-40
0,-30
0,-10
0,0
0,20
0,30
0,50
0,60
0,80
0,90
0,110
0,120
10,-190
10,-180
10,-160
10,-150
10,-130
10,-120
10,-100
10,-90
10,-70
10,-60
10,-40
10,-30
10,-10
10,0
10,20
10,30
10,50
10,60
10,80
10,90
10,110
10,120
30,-190
30,-180
30,-160
30,-150
30,-130
30,-120
30,-100
30,-90
30,-70
30,-60
30,-40
30,-30
30,-10
30,0
30,20
30,30
30,50
30,60
30,80
30,90
30,110
30,120
40,-190
40,-180
40,-160
40,-150
40,-130
40,-120
40,-100
40,-90
40,-70
40,-60
40,-40
40,-30
40,-10
40,0
40,20
40,30
40,50
40,60
40,80
40,90
40,110
40,120
